grayscale_16	#000000	#111111	#222222	#333333	#444444	#555555	#666666	#777777	#888888	#999999	#aaaaaa	#bbbbbb	#cccccc	#dddddd	#eeeeee	#ffffff
basics_6	#ff0000	#ff9900	#ffff00	#00cc00	#0033cc	#660099
